emp_no,first_name,last_name,title,dept_no,dept_name
12094,Weiru,Pearson,Senior Staff,d009,Customer Service
12099,Nobuyoshi,Kuzuoka,Senior Staff,d007,Sales
12102,Aron,Erde,Staff,d007,Sales
12112,Satyanarayana,Avouris,Senior Staff,d002,Finance
12114,Shiv,Rubsam,Staff,d008,Research
12122,Satoru,Krone,Senior Engineer,d004,Production
12123,Xiahua,Syrzycki,Senior Staff,d008,Research
12125,Shounak,Erman,Engineer,d004,Production
12138,Takahito,Brender,Engineer,d004,Production
12140,Xudong,Paciorek,Senior Staff,d003,Human Resources
12149,Suebskul,Grandbois,Senior Staff,d007,Sales
12159,Shem,Perly,Senior Engineer,d005,Development
12160,Aamer,Garrabrants,Senior Staff,d007,Sales
12164,Muneo,Chachaty,Engineer,d005,Development
12165,Xiaobin,Maquelin,Senior Engineer,d005,Development
12168,Arnd,Salverda,Senior Staff,d009,Customer Service
12172,Jianhua,Llado,Senior Staff,d003,Human Resources
12174,Slavian,Plavsic,Senior Engineer,d005,Development
12183,Harngdar,Iisaku,Engineer,d006,Quality Management
12186,Guther,Nooteboom,Senior Staff,d009,Customer Service
12190,Abdulah,Engberts,Senior Engineer,d005,Development
12191,Rosella,Bazzichi,Engineer,d004,Production
12192,Feiyu,Klyachko,Senior Engineer,d006,Quality Management
12205,Sushant,Rossi,Senior Engineer,d005,Development
12206,Barton,Janetzko,Senior Engineer,d005,Development
12210,Vugranam,Ashish,Senior Staff,d008,Research
12213,Kwangho,Brizzi,Senior Staff,d007,Sales
12216,Aloke,Mansanne,Engineer,d006,Quality Management
12218,Yaghout,Strooper,Senior Engineer,d006,Quality Management
12219,Junsik,Gadepally,Senior Staff,d008,Research
12221,Vincent,Melter,Senior Engineer,d005,Development
12222,Abdelwaheb,Holburn,Senior Staff,d002,Finance
12223,Niteen,Koyama,Senior Engineer,d004,Production
12230,Yuriy,Bellone,Engineer,d005,Development
12231,Nishit,Bharadwaj,Senior Engineer,d004,Production
12235,Honesty,Haumacher,Staff,d007,Sales
12242,Satoru,Wolniewicz,Engineer,d005,Development
12247,Subbu,Penttonen,Technique Leader,d005,Development
12249,Eldridge,Sadowski,Senior Engineer,d005,Development
12250,Kerhong,Aloia,Senior Engineer,d005,Development
12256,Guadalupe,Reghbati,Senior Staff,d003,Human Resources
12258,Kankanahalli,Eiter,Senior Engineer,d005,Development
12264,Mart,Pagter,Engineer,d005,Development
12269,Mohammed,Whitcomb,Senior Engineer,d006,Quality Management
12270,Shakhar,Kornyak,Senior Staff,d008,Research
12272,Behnaam,Grandbois,Senior Staff,d003,Human Resources
12273,Jaideep,Uehara,Senior Staff,d007,Sales
12281,Hisao,Langford,Senior Engineer,d005,Development
12282,Tadahiro,Delgrange,Engineer,d005,Development
12291,Masamitsu,Koyama,Senior Staff,d007,Sales
12298,Tetsurou,Rodham,Senior Engineer,d005,Development
12308,Mototsugu,Cronau,Senior Staff,d002,Finance
12311,Susanne,Lubachevsky,Senior Engineer,d005,Development
12316,Hyuncheol,Duclos,Engineer,d004,Production
12317,Weiyi,Crabtree,Staff,d004,Production
12327,DAIDA,Bruckman,Senior Engineer,d005,Development
12328,Atilio,Prampolini,Staff,d003,Human Resources
12338,Kagan,Besselaar,Staff,d002,Finance
12339,Pranay,Czaja,Staff,d008,Research
12341,Rasiah,Luga,Senior Engineer,d005,Development
12343,Sorina,Slaats,Senior Staff,d004,Production
12355,Vidar,Hutton,Senior Engineer,d004,Production
12364,Neelam,Cummings,Assistant Engineer,d004,Production
12365,Kamakshi,Bisiani,Senior Engineer,d004,Production
12368,Gor,Dechter,Senior Staff,d001,Marketing
12373,Mooi,Driscoll,Senior Staff,d007,Sales
12379,Kazuhisa,Serna,Technique Leader,d005,Development
12381,Amalendu,Klerer,Senior Staff,d008,Research
12388,Arumugam,Hebert,Senior Engineer,d004,Production
12394,Stevo,Reeken,Engineer,d006,Quality Management
12395,Sanjit,Felder,Senior Staff,d002,Finance
12399,Mihalis,Luga,Senior Staff,d007,Sales
12411,Shao,Ibel,Senior Staff,d007,Sales
12413,Hugh,Gadepally,Senior Engineer,d004,Production
12417,Dannz,Spelt,Senior Engineer,d004,Production
12421,Toshimi,Gulik,Senior Engineer,d005,Development
12422,Berhard,Demos,Senior Staff,d003,Human Resources
12426,Shahaf,Valtorta,Technique Leader,d006,Quality Management
12427,Zissis,Daescu,Senior Staff,d008,Research
12434,Xumin,Bernardinello,Engineer,d004,Production
12438,Yongmao,Mondadori,Senior Staff,d007,Sales
12450,Sanjeeva,Perng,Senior Engineer,d005,Development
12452,Hiroyasu,Francisci,Engineer,d004,Production
12454,Kerryn,Farris,Staff,d007,Sales
12464,Shai,Milicic,Staff,d007,Sales
12466,Cullen,Nations,Senior Staff,d002,Finance
12468,Ioana,Baezner,Staff,d003,Human Resources
12475,Filipe,Roison,Senior Engineer,d005,Development
12480,Tetsushi,Schade,Staff,d002,Finance
12487,Mona,Reghbati,Senior Staff,d002,Finance
12488,Etsuo,Gerteisen,Senior Engineer,d005,Development
12489,Arnould,Munck,Senior Engineer,d005,Development
12490,Jackson,Muchinsky,Senior Engineer,d005,Development
12492,Kristinn,Hammerschmidt,Senior Engineer,d004,Production
12497,Stein,Penz,Senior Staff,d007,Sales
12499,Izaskun,Lamba,Senior Staff,d007,Sales
12501,Morrie,Matheson,Senior Staff,d002,Finance
12502,Danil,VanScheik,Senior Engineer,d004,Production
12504,Adly,Rosaz,Engineer,d004,Production
12506,Gay,Rodite,Engineer,d004,Production
12509,Rutger,Krzyzanowski,Senior Staff,d009,Customer Service
12514,Tomofumi,Melter,Engineer,d005,Development
12515,Pranav,Wilharm,Senior Engineer,d004,Production
12520,Goetz,Basart,Engineer,d004,Production
12522,Trygve,Zhang,Technique Leader,d004,Production
12523,Tonia,Casley,Senior Staff,d007,Sales
12524,Tetsushi,Demeyer,Engineer,d005,Development
12528,Conor,Cincotta,Senior Staff,d009,Customer Service
12534,Yongmao,Gerlach,Senior Engineer,d004,Production
12537,Avishai,Gonthier,Senior Staff,d001,Marketing
12540,Poornachandra,Bresenham,Senior Staff,d003,Human Resources
12541,Shih,Nanard,Senior Staff,d007,Sales
12542,Kazuhide,Bouloucos,Senior Staff,d003,Human Resources
12551,Jeane,Tzvieli,Senior Engineer,d004,Production
12553,Aral,Vesna,Senior Staff,d003,Human Resources
12555,Spyrose,DuCasse,Assistant Engineer,d005,Development
12557,Stafford,Kopetz,Senior Engineer,d004,Production
12558,Danco,Niizuma,Senior Engineer,d006,Quality Management
12563,Honesty,Ducloy,Engineer,d005,Development
12564,Remco,Nitsche,Staff,d002,Finance
12571,Abdelaziz,Candan,Engineer,d004,Production
12574,Mong,Gelosh,Engineer,d005,Development
12586,Oguz,Tasistro,Senior Engineer,d006,Quality Management
12588,Yagil,Kenevan,Senior Engineer,d005,Development
12589,Anoosh,Chleq,Senior Engineer,d005,Development
12590,Gita,Rosenbaum,Senior Staff,d007,Sales
12596,Breannda,Roisin,Senior Staff,d003,Human Resources
12597,Kazuhito,Petereit,Senior Staff,d009,Customer Service
12601,Ghassan,Simkin,Senior Engineer,d005,Development
12603,Utpal,Roison,Staff,d003,Human Resources
12608,Nectarios,Mondadori,Senior Staff,d003,Human Resources
12612,Chandrasekaran,Thimonier,Staff,d007,Sales
12617,Shawna,Rusterholz,Senior Staff,d007,Sales
12623,Raimond,Scharstein,Senior Staff,d001,Marketing
12626,Gill,Comyn,Senior Engineer,d004,Production
12630,Sreekrishna,Falco,Senior Staff,d009,Customer Service
12635,Xinyu,Restivo,Senior Engineer,d009,Customer Service
12636,Yuuichi,Debuse,Senior Staff,d009,Customer Service
12638,Yuqun,Seiwald,Engineer,d005,Development
12639,Zeljko,Schapire,Senior Engineer,d004,Production
12642,Suebskul,Gips,Senior Staff,d001,Marketing
12644,Bernt,Jayawardene,Senior Engineer,d004,Production
12645,Kyoichi,Decaestecker,Staff,d007,Sales
12651,Pragnesh,Bael,Senior Staff,d007,Sales
12656,Seshu,Morton,Senior Staff,d007,Sales
12662,Leucio,Alvarado,Engineer,d005,Development
12663,Nobuyoshi,Stellhorn,Technique Leader,d005,Development
12664,Zhonghua,Parveen,Staff,d007,Sales
12666,Stamatina,Prenel,Engineer,d004,Production
12670,Seongbae,Alameldin,Engineer,d004,Production
12672,Mayumi,Varman,Senior Engineer,d006,Quality Management
12680,Bader,Staudhammer,Staff,d001,Marketing
12687,Weicheng,Badache,Staff,d007,Sales
12689,Luerbio,Boudaillier,Senior Engineer,d005,Development
12691,Oddvar,Gils,Senior Engineer,d004,Production
12697,Uri,Brizzi,Senior Staff,d003,Human Resources
12707,Gregory,Zastre,Staff,d007,Sales
12709,Ronghao,Botman,Senior Engineer,d005,Development
12715,Honglan,Showalter,Staff,d002,Finance
12717,Tzu,Jiafu,Staff,d008,Research
12722,Elliott,Cheshire,Senior Staff,d002,Finance
12725,Inderjeet,Flexer,Senior Staff,d003,Human Resources
12726,Fumitake,Panwar,Senior Engineer,d005,Development
12729,Nahla,Rahier,Senior Engineer,d004,Production
12731,Yongmao,Waymire,Senior Staff,d003,Human Resources
12732,Mara,Takanami,Senior Staff,d007,Sales
12734,Gil,Frijda,Senior Engineer,d005,Development
12746,Heekeun,Lunn,Senior Engineer,d004,Production
12747,Salvador,Atrawala,Technique Leader,d004,Production
12748,Berry,Kakkar,Engineer,d006,Quality Management
12753,Kazuhito,Syrotiuk,Senior Engineer,d004,Production
12754,Ronnie,Tetzlaff,Senior Engineer,d006,Quality Management
12755,Rildo,Rodite,Senior Staff,d003,Human Resources
12761,Hitofumi,Schaad,Senior Staff,d007,Sales
12769,Abdelwaheb,Gluchowski,Engineer,d004,Production
12770,Maik,Benzaken,Senior Staff,d007,Sales
12773,Jenwei,Lovengreen,Senior Engineer,d005,Development
12774,Moon,Asrin,Engineer,d005,Development
12777,Sreenivas,Cichocki,Senior Staff,d007,Sales
12785,Bouchung,Armand,Senior Engineer,d004,Production
12786,Weiyi,Schusler,Engineer,d004,Production
12789,Sanjai,Felcyn,Engineer,d005,Development
12790,Gunilla,Perl,Senior Staff,d007,Sales
12795,Masoud,Fordan,Senior Staff,d002,Finance
12796,Saniya,Stanfel,Senior Engineer,d004,Production
12798,Lillian,Beeson,Senior Staff,d007,Sales
12799,Tiina,Businaro,Senior Staff,d003,Human Resources
12803,Gad,Boissier,Senior Staff,d007,Sales
12807,Gretta,Babb,Senior Engineer,d006,Quality Management
12810,Kristof,Staelin,Technique Leader,d005,Development
12815,Sushant,Junot,Senior Staff,d008,Research
12819,Mountaz,Gubsky,Senior Engineer,d004,Production
12821,Arco,Gihr,Engineer,d008,Research
12828,Oksana,Camurati,Staff,d002,Finance
12829,Harngdar,Harbusch,Senior Engineer,d004,Production
12840,Zhensheng,Ferretti,Engineer,d005,Development
12843,Yinlin,Heijenga,Senior Engineer,d005,Development
12848,Kazuhide,Smeets,Engineer,d005,Development
12851,Kwangyoen,Ramsay,Staff,d002,Finance
12855,Mabhin,Murrill,Senior Staff,d003,Human Resources
12857,Alagu,Gils,Senior Engineer,d005,Development
12863,Leif,Matheson,Senior Engineer,d004,Production
12865,Katsuyuki,Rothe,Senior Staff,d008,Research
12868,Berthier,Nanard,Senior Engineer,d004,Production
12869,Jacopo,Swiler,Staff,d008,Research
12872,Marl,Schmittgen,Senior Staff,d007,Sales
12879,Baruch,Eugenio,Senior Engineer,d005,Development
12881,Huai,Yurek,Staff,d007,Sales
12885,Anwar,Collavizza,Senior Engineer,d008,Research
12887,Hilari,DuBourdieux,Senior Engineer,d005,Development
12889,Mayumi,Mukaidono,Engineer,d005,Development
12890,Neven,Casley,Senior Staff,d007,Sales
12893,Licheng,Crouzet,Senior Staff,d007,Sales
12895,Roddy,Serot,Senior Engineer,d004,Production
12899,Chinho,Sethi,Senior Staff,d003,Human Resources
12905,Munehiro,Gecsei,Senior Engineer,d005,Development
12910,Uno,Casley,Staff,d009,Customer Service
12915,Arco,Ligten,Senior Staff,d007,Sales
12923,Chaosheng,Journel,Senior Engineer,d005,Development
12926,Heekeun,Luby,Senior Staff,d008,Research
12934,Adil,Solares,Senior Engineer,d005,Development
12936,Reinhold,Farrow,Technique Leader,d005,Development
12940,Odinaldo,Farrar,Senior Engineer,d005,Development
12941,Tommaso,Perelgut,Senior Engineer,d005,Development
12944,Alselm,Benzmuller,Senior Staff,d009,Customer Service
12949,Geoff,Asrin,Senior Engineer,d005,Development
12960,Tayeb,Navazio,Engineer,d005,Development
12962,Paraskevi,Beerel,Senior Staff,d007,Sales
12969,Mohan,Angot,Senior Staff,d007,Sales
12977,Byong,Markovitch,Senior Engineer,d005,Development
12982,Sachem,Aamodt,Senior Engineer,d005,Development
12983,Elliott,Hambrick,Staff,d002,Finance
12986,Khun,Hennebert,Senior Engineer,d004,Production
12987,Youngkon,Kading,Senior Engineer,d004,Production
13000,Adhemar,Chiodo,Engineer,d005,Development
13002,Henk,Muhlberg,Senior Engineer,d005,Development
13004,Fan,Beznosov,Senior Engineer,d004,Production
13008,Jayesh,Zaumen,Engineer,d006,Quality Management
13011,Aamer,Glowinski,Technique Leader,d005,Development
13013,Heekeun,Baak,Engineer,d004,Production
13027,Paraskevi,Kohling,Technique Leader,d004,Production
13030,Yahiko,Kroll,Senior Staff,d001,Marketing
13034,Arunas,Rosen,Senior Staff,d007,Sales
13046,Vivian,Stafford,Senior Staff,d002,Finance
13047,Atilio,Chelton,Senior Engineer,d005,Development
13048,Kerhong,Massonet,Senior Engineer,d005,Development
13052,Aleksandar,Schlenzig,Senior Engineer,d005,Development
13054,Samphel,Masamoto,Senior Engineer,d004,Production
13065,Zine,Schiper,Senior Staff,d007,Sales
13067,Wayne,Kornyak,Senior Engineer,d005,Development
13075,Rosella,Morrin,Senior Staff,d001,Marketing
13076,Deniz,Skafidas,Engineer,d005,Development
13084,Domenico,Pagter,Senior Staff,d002,Finance
13086,Dzung,Domenig,Senior Staff,d003,Human Resources
13093,Sajjan,Unno,Staff,d007,Sales
13096,Ibibia,Armand,Senior Engineer,d006,Quality Management
13103,Srinidhi,Ellozy,Senior Engineer,d005,Development
13108,Rance,Matteis,Senior Staff,d001,Marketing
13110,Maria,Kamble,Senior Engineer,d005,Development
13124,Quingbo,Garnick,Senior Staff,d007,Sales
13126,Parviz,Hennebert,Senior Engineer,d004,Production
13133,Guther,Senzako,Senior Staff,d001,Marketing
13134,Lorien,Chepyzhov,Senior Engineer,d004,Production
13140,Shuji,Vidal,Staff,d008,Research
13143,Qingxiang,Ventosa,Technique Leader,d004,Production
13144,Persi,Nollmann,Senior Staff,d002,Finance
13146,Haldon,Erie,Senior Staff,d007,Sales
13147,Shichao,Ginesta,Senior Staff,d007,Sales
13150,Mahmut,Stavenow,Technique Leader,d004,Production
13156,Akeel,Millington,Senior Engineer,d005,Development
13159,Jingling,Ranst,Staff,d002,Finance
13161,Manu,Picci,Senior Engineer,d005,Development
13165,Lucian,Benner,Senior Engineer,d006,Quality Management
13168,Munir,Stentiford,Senior Engineer,d004,Production
13170,Cheong,Bernardeschi,Senior Staff,d002,Finance
13171,Anoosh,Birnbaum,Senior Engineer,d006,Quality Management
13173,Arve,Horswill,Senior Staff,d007,Sales
13175,Yucai,Swick,Senior Engineer,d004,Production
13179,Moty,Janocha,Staff,d007,Sales
13182,Kokou,Rodite,Engineer,d004,Production
13186,Kyoichi,Barbanera,Senior Staff,d007,Sales
13189,Yuuichi,Bazzichi,Staff,d008,Research
13192,Rosita,Flowers,Technique Leader,d004,Production
13200,Weidon,Pauthner,Senior Engineer,d004,Production
13202,Aram,Scharstein,Senior Staff,d008,Research
13203,Phule,Emmart,Senior Staff,d009,Customer Service
13204,Mircea,Pellegrinelli,Assistant Engineer,d004,Production
13206,Tetsurou,Rullman,Staff,d002,Finance
13210,Jianhua,Klassen,Senior Staff,d007,Sales
13213,Hein,Billawala,Senior Staff,d007,Sales
13216,Stabislas,Weedman,Staff,d009,Customer Service
13227,Goncalo,Pell,Staff,d007,Sales
13232,Mitchel,Fujisaki,Technique Leader,d005,Development
13233,Alselm,Chvatal,Senior Engineer,d005,Development
13235,Taizo,Remmers,Engineer,d004,Production
13238,Ebru,Foote,Senior Staff,d007,Sales
13240,King,Pileggi,Senior Engineer,d005,Development
13246,Adil,Siepmann,Staff,d007,Sales
13250,Zeydy,Schusler,Senior Engineer,d004,Production
13252,Morris,Kavvadias,Staff,d008,Research
13260,JoAnna,McDermid,Technique Leader,d005,Development
13263,Subhash,Zockler,Senior Staff,d002,Finance
13272,Arun,Jiang,Senior Staff,d009,Customer Service
13276,Yechiam,Seuren,Senior Staff,d002,Finance
13282,Cordelia,Macedo,Senior Staff,d002,Finance
13288,Muneo,Broomell,Senior Staff,d003,Human Resources
13290,Stamatina,Karner,Staff,d003,Human Resources
13291,Georg,Stamatiou,Senior Engineer,d005,Development
13294,Haldun,Stroustrup,Staff,d009,Customer Service
13302,Mack,Alencar,Senior Engineer,d005,Development
13303,Koldo,Rissanen,Staff,d007,Sales
13309,Toshimori,Lipner,Senior Engineer,d004,Production
13312,Filipp,Schurmann,Engineer,d008,Research
13315,Sakthirel,Stroustrup,Senior Engineer,d005,Development
13320,Gino,Bahr,Senior Engineer,d005,Development
13332,Nidapan,Pearson,Senior Engineer,d004,Production
13333,Yoshinari,Hennebert,Engineer,d004,Production
13341,Bodh,Doering,Senior Staff,d001,Marketing
13342,Georgy,Doering,Engineer,d005,Development
13343,Heon,Usery,Senior Staff,d002,Finance
13346,Francoise,Zastre,Senior Engineer,d005,Development
13347,Lein,Sifakis,Senior Engineer,d005,Development
13349,Zeydy,Danner,Senior Staff,d007,Sales
13357,Mabry,Llado,Engineer,d004,Production
13361,Wilmer,Baek,Staff,d003,Human Resources
13368,Kiyokazu,Klassen,Staff,d003,Human Resources
13371,Nakhoon,Riexinger,Senior Engineer,d004,Production
13373,Juichirou,Naumovich,Senior Staff,d002,Finance
13374,Atreye,Kalefeld,Senior Engineer,d005,Development
13378,Rafols,Zhiwei,Technique Leader,d005,Development
13379,Kinh,Engelmann,Senior Staff,d009,Customer Service
13385,Claudi,Buchter,Senior Staff,d003,Human Resources
13386,Khosrow,Sgarro,Technique Leader,d005,Development
13388,Shuji,Cesareni,Technique Leader,d004,Production
13389,Divine,Cmelik,Senior Staff,d008,Research
13390,Nathan,Hutton,Engineer,d004,Production
13392,Fumitake,Beidas,Senior Staff,d007,Sales
13394,Anneke,Lorys,Senior Staff,d001,Marketing
13396,Chuanyi,Aumann,Senior Staff,d009,Customer Service
13402,Augustine,Dulli,Engineer,d005,Development
13405,Randy,Baba,Senior Staff,d007,Sales
13407,Gio,Chenoweth,Senior Engineer,d004,Production
13408,Sreekrishna,Lagarias,Senior Engineer,d004,Production
13412,Ranga,Erdmenger,Staff,d001,Marketing
13415,Nathalie,Speer,Technique Leader,d006,Quality Management
13416,Fox,Billawala,Senior Engineer,d004,Production
13417,Dipayan,Condotta,Senior Staff,d007,Sales
13422,Vishwani,Gerlach,Senior Engineer,d004,Production
13427,Sreekrishna,Narwekar,Staff,d007,Sales
13439,Domenick,Ullian,Engineer,d004,Production
13442,Giordano,Miake,Senior Staff,d003,Human Resources
13443,Mayuko,Puppo,Senior Engineer,d006,Quality Management
13445,Renee,Dehkordi,Engineer,d004,Production
13451,Gretta,Weiland,Senior Staff,d003,Human Resources
13453,Sugwoo,Lalonde,Senior Engineer,d005,Development
13456,Uzi,Erol,Senior Engineer,d005,Development
13457,Shooichi,Parfitt,Senior Engineer,d006,Quality Management
13458,Feipei,Nivat,Senior Engineer,d009,Customer Service
13460,Yinghua,Gips,Senior Engineer,d004,Production
13463,Theron,Berstel,Senior Engineer,d004,Production
13465,Sasan,Rehfuss,Engineer,d004,Production
13467,Zhigen,Katzenelson,Senior Engineer,d005,Development
13472,Dzung,Larfeldt,Engineer,d004,Production
13475,Kamakshi,Piancastelli,Senior Staff,d007,Sales
13493,Uinam,Jullig,Senior Engineer,d005,Development
13500,Irene,Erol,Senior Engineer,d004,Production
13504,Parto,Mandell,Engineer,d005,Development
13505,Chandrasekaran,Hambrick,Staff,d009,Customer Service
13520,Takahiro,Mahnke,Senior Engineer,d004,Production
13522,Jaewon,Vingron,Senior Staff,d001,Marketing
13523,Dines,Karunanithi,Staff,d009,Customer Service
13524,Chaoyi,Porotnikoff,Senior Staff,d007,Sales
13535,Arunas,Schlenzig,Senior Engineer,d004,Production
13539,Cedric,Bala,Senior Engineer,d005,Development
13540,Cordelia,Krohn,Staff,d007,Sales
13544,Beshir,Sullins,Senior Staff,d007,Sales
13546,Aimee,Brookner,Senior Engineer,d004,Production
13549,Matk,Koprowski,Technique Leader,d005,Development
13552,Ingmar,Capobianchi,Senior Staff,d008,Research
13554,Divine,Birke,Senior Staff,d001,Marketing
